	Start	End	Length	fwdLLR	kmerLLR	seqName
0	176	766	590	1468.345309487262	1015.4185301889529	>human_xist
1	12284	12337	53	56.3422706198877	27.567892259662813	>human_xist
2	1406	1461	55	38.89290680124998	22.037804765401802	>human_xist
3	17133	17162	29	37.891391102813884	32.94048593736494	>human_xist
4	10608	10640	32	33.97708267944512	22.524824818740967	>human_xist
5	8100	8133	33	29.23577943135666	20.298268571185247	>human_xist
6	7062	7094	32	16.125873180290114	16.707741731484248	>human_xist
7	2040	2074	34	15.980189449445561	21.91077478072566	>human_xist
8	9423	9456	33	15.632741393941842	28.732286869252505	>human_xist
9	51	63	12	13.058958394622252	17.719395235810765	>human_xist
10	14535	14551	16	12.675332208762711	23.20419292644327	>human_xist
11	17587	17635	48	11.633082415058652	18.358980448137345	>human_xist
12	3130	3151	21	4.085110527023318	24.29146343608437	>human_xist
13	925	976	51	1.583830625031169	30.047733560355255	>human_xist
14	1502	1580	78	1.5706040109846526	22.73020337359833	>human_xist
15	13202	13218	16	-3.1955976409763025	16.925913563157167	>human_xist
16	6690	6706	16	-4.7803724521270965	17.018158929792406	>human_xist
17	6186	6202	16	-4.78053255366288	18.496810758305514	>human_xist
18	15653	15669	16	-4.780634558095642	24.57523714304432	>human_xist
