	Start	End	Length	fwdLLR	kmerLLR	seqName
0	176	766	590	1460.8250124518836	1015.4185301889529	>human_xist
1	12284	12337	53	55.7311631261706	27.567892259662813	>human_xist
2	1406	1461	55	38.255315152754065	22.037804765401802	>human_xist
3	17133	17162	29	37.59066998263836	32.94048593736494	>human_xist
4	10608	10640	32	33.63873392242414	22.524824818740967	>human_xist
5	8100	8133	33	28.883552997303298	20.298268571185247	>human_xist
6	9423	9455	32	15.635080903834307	28.731725890229427	>human_xist
7	2040	2074	34	15.61454640814003	21.91077478072566	>human_xist
8	51	63	12	12.980599661184854	17.719395235810765	>human_xist
9	14535	14551	16	12.544887234547176	23.20419292644327	>human_xist
10	17587	17635	48	11.090067281773486	18.358980448137345	>human_xist
11	3130	3151	21	3.890110703600328	24.29146343608437	>human_xist
12	925	976	51	0.9974306702084732	30.047733560355255	>human_xist
13	1502	1580	78	0.6302886818799607	22.73020337359833	>human_xist
14	13202	13218	16	-3.32465340706392	16.925913563157167	>human_xist
15	6186	6202	16	-4.910880566784925	18.496810758305514	>human_xist
16	6690	6706	16	-4.9109629331332485	17.018158929792406	>human_xist
17	15653	15669	16	-4.91119726328381	24.57523714304432	>human_xist
