	Start	End	Length	fwdLLR	kmerLLR	seqName
0	7229	8802	1573	1090.8214201719584	223.2047307664434	>human_xist
1	3681	5043	1362	997.3739289040223	264.9602608561436	>human_xist
2	6063	7143	1080	703.6419559416954	224.5158626574903	>human_xist
3	5366	5967	601	399.8208747614917	114.87349077604722	>human_xist
4	8859	9213	354	267.1755004819993	74.0254598245001	>human_xist
5	9833	10183	350	259.49495873584556	54.02933524809623	>human_xist
6	9294	9603	309	225.31276444364994	81.84923163628036	>human_xist
7	1930	2073	143	147.93486144921576	96.8653889016482	>human_xist
8	2998	3108	110	90.9093972497435	49.15369924572644	>human_xist
9	2832	2943	111	76.26384076331237	41.47515813201062	>human_xist
