	Start	End	Length	fwdLLR	kmerLLR	seqName
0	3682	5043	1361	867.1937864481988	213.06785290996777	>human_xist
1	8091	8801	710	448.2295994778233	94.041781695405	>human_xist
2	5368	5966	598	358.0354263160534	98.86880545989152	>human_xist
3	9295	9767	472	265.0143099188599	63.271137060857654	>human_xist
4	9816	10183	367	256.7558827074977	65.59490154208652	>human_xist
5	8859	9214	355	237.55616217773513	62.87653829271767	>human_xist
6	6065	6539	474	235.1722886801208	48.62873126092336	>human_xist
7	1844	2099	255	206.44036515567313	96.68197482771848	>human_xist
8	6915	7142	227	141.6675738772467	51.2429389545141	>human_xist
9	7221	7421	200	128.78785386382765	39.09366471501335	>human_xist
10	7510	7712	202	122.15426441432669	37.654509202548525	>human_xist
11	2784	2942	158	109.15148238670349	55.865827478218534	>human_xist
12	12198	12308	110	94.49168224840696	19.695910996388875	>human_xist
13	17495	17620	125	79.05847500037248	21.40185400197663	>human_xist
14	3000	3106	106	78.37762841212304	38.454372581431244	>human_xist
15	6740	6827	87	66.8872362480513	29.555276114274193	>human_xist
16	17659	17723	64	49.02169780872288	19.81537125611834	>human_xist
17	2650	2704	54	43.19444155336282	22.180398199843864	>human_xist
18	7801	7841	40	36.80736385646816	17.974895007534258	>human_xist
