	Start	End	Length	fwdLLR	kmerLLR	seqName
0	176	766	590	1460.5138721235726	1015.4185301889529	>human_xist
1	12284	12337	53	55.73088616515213	27.567892259662813	>human_xist
2	1406	1461	55	38.2549700922641	22.037804765401802	>human_xist
3	17133	17162	29	37.59064175360169	32.94048593736494	>human_xist
4	10608	10640	32	33.638696223086924	22.524824818740967	>human_xist
5	9423	9455	32	15.634952431536078	28.731725890229427	>human_xist
6	2040	2074	34	15.614517027704494	21.91077478072566	>human_xist
7	14535	14551	16	12.544886895389268	23.20419292644327	>human_xist
8	3130	3151	21	3.890104004781591	24.29146343608437	>human_xist
9	925	976	51	0.9973115439229332	30.047733560355255	>human_xist
10	1502	1580	78	0.6233467579477292	22.73020337359833	>human_xist
11	15653	15669	16	-4.911205396286078	24.57523714304432	>human_xist
