	Start	End	Length	fwdLLR	kmerLLR	seqName
0	11945	12650	705	1055.8836569965424	569.4714466310716	>human_xist
1	313	373	60	87.2375096073066	35.81683628075962	>human_xist
2	13297	13361	64	77.72687261173735	36.22673857812356	>human_xist
3	4650	4704	54	73.00447851620851	39.2413482966906	>human_xist
4	3250	3321	71	70.79034930907085	27.784124428615826	>human_xist
5	9913	9967	54	70.04341640299043	34.97042067281626	>human_xist
6	1413	1456	43	68.10442847846633	44.312114356598784	>human_xist
7	4221	4299	78	61.432221516666345	27.492578243910884	>human_xist
8	1843	1901	58	60.94794664074186	26.60100280217307	>human_xist
9	14029	14063	34	60.82099783201926	29.84518562822339	>human_xist
10	8316	8350	34	59.494783667604025	39.91938248710443	>human_xist
11	17860	17896	36	54.559791997512264	27.671423583885883	>human_xist
12	17523	17552	29	54.18566414173043	31.805585450186925	>human_xist
13	13484	13521	37	52.90483152558983	27.30628024152159	>human_xist
14	10489	10524	35	50.89696132854749	30.861737057534214	>human_xist
15	8827	8846	19	46.90898301272709	29.547812582226413	>human_xist
16	10445	10467	22	44.85980458710159	28.62035791845912	>human_xist
17	189	218	29	44.7443421061858	30.854458531650323	>human_xist
