	Start	End	Length	fwdLLR	kmerLLR	seqName
0	11945	12650	705	1334.0016977506675	656.6646661967325	>human_xist
1	4981	5096	115	119.28250570416822	37.82407658552165	>human_xist
2	1413	1446	33	68.60864199995308	50.51571587070691	>human_xist
3	9911	9967	56	68.59472464384567	18.27904001858451	>human_xist
4	14029	14063	34	64.59093870629886	19.988273768879765	>human_xist
5	404	526	122	61.30181522116118	30.546462417115436	>human_xist
6	8573	8629	56	59.53419581530795	18.833588499072334	>human_xist
7	8316	8351	35	59.148657876153266	37.099994959651724	>human_xist
8	17859	17896	37	58.15379668565873	23.261348089716364	>human_xist
9	17523	17552	29	56.6728567162005	26.786934842782046	>human_xist
10	4649	4699	50	56.339751442664635	17.234141418721038	>human_xist
11	9800	9846	46	55.31203078811603	33.32349093125276	>human_xist
12	8827	8851	24	53.406547980247694	28.85856285053083	>human_xist
13	9989	10036	47	50.13918466715745	16.254727871675186	>human_xist
14	10443	10468	25	47.10897702580519	22.04178958011866	>human_xist
15	19122	19148	26	46.07476447043962	22.674084922391927	>human_xist
16	7153	7181	28	45.652800915594554	17.056691438810276	>human_xist
17	13607	13630	23	43.44368601740479	20.996993128813074	>human_xist
18	188	229	41	40.85082508311365	30.097276258957038	>human_xist
19	10055	10091	36	40.8158269399197	36.17316229759638	>human_xist
20	6266	6316	50	39.47825552420511	28.98197938196381	>human_xist
21	13496	13522	26	39.389379714681866	19.291460311855246	>human_xist
22	18395	18429	34	39.237730577576656	17.317474038946784	>human_xist
23	704	767	63	37.91739252787022	18.7664305975552	>human_xist
24	10488	10512	24	34.45157735021206	19.851899248481857	>human_xist
25	13796	13815	19	34.05034998310575	19.190480895168378	>human_xist
26	15701	15732	31	33.169987934201856	20.344175645085727	>human_xist
27	2649	2665	16	32.82507934268098	23.496513832699378	>human_xist
28	8107	8135	28	32.75072729546281	26.346568544015895	>human_xist
29	10779	10797	18	32.31028910880033	20.19576646985945	>human_xist
30	17578	17615	37	31.820398761028628	23.079802389331405	>human_xist
31	3299	3315	16	31.50735535348241	18.146578014850775	>human_xist
32	13546	13572	26	30.373541183511037	17.081855120273133	>human_xist
33	11394	11426	32	29.591189215660904	17.630224101224826	>human_xist
34	8868	8884	16	29.080524179371366	16.817391277205857	>human_xist
35	4516	4531	15	28.734868423375303	17.871589272923558	>human_xist
36	6944	6960	16	28.540330725650477	16.878065067100636	>human_xist
37	2762	2788	26	27.350918547978694	20.6854672241426	>human_xist
38	1194	1247	53	25.962072452968073	20.352914726347876	>human_xist
39	5413	5455	42	25.627023249888907	21.448441270220314	>human_xist
40	16516	16558	42	24.39008779621099	18.479840057644424	>human_xist
41	15762	15776	14	23.293282530817663	16.65817109821792	>human_xist
42	6652	6674	22	23.156302781468327	17.352297795101777	>human_xist
43	9752	9778	26	22.61144515224825	18.2057254921084	>human_xist
44	130	152	22	22.19223790932196	19.48332199751053	>human_xist
45	1473	1512	39	21.63534245798178	16.388179867183624	>human_xist
46	5492	5509	17	19.674253294564153	22.148264828947276	>human_xist
47	9424	9451	27	19.26968290986801	30.596536602109154	>human_xist
48	6577	6616	39	18.14243673238053	17.545817836685956	>human_xist
49	1075	1113	38	17.780365028077767	22.38914423411626	>human_xist
50	1776	1795	19	15.002962261596196	17.858229406958543	>human_xist
51	17094	17115	21	14.373470721092644	19.850320782467122	>human_xist
52	845	872	27	13.628502783596218	17.564498497478723	>human_xist
53	15639	15669	30	4.495252045053917	19.257861939504835	>human_xist
54	3129	3151	22	1.751248780152821	20.944651329846266	>human_xist
55	17142	17164	22	-0.3585677109399512	17.803097310164333	>human_xist
56	6182	6202	20	-0.5718420103759456	19.132427742508582	>human_xist
57	942	980	38	-8.264117354908535	21.714361883597746	>human_xist
