	Start	End	Length	fwdLLR	kmerLLR	seqName
0	7221	9767	2546	1510.309634310368	224.9487112396164	>human_xist
1	3682	5043	1361	883.302802936114	213.06785290996777	>human_xist
2	5368	5966	598	363.90634621103163	98.86880545989152	>human_xist
3	9816	10183	367	261.4836706732681	65.59490154208652	>human_xist
4	6065	6539	474	240.60154729461192	48.62873126092336	>human_xist
5	1844	2099	255	208.20487554738565	96.68197482771848	>human_xist
6	6915	7142	227	144.57554256673143	51.2429389545141	>human_xist
7	17495	17723	228	126.2921510021813	22.57016559422641	>human_xist
8	2784	2942	158	111.15408399571129	55.865827478218534	>human_xist
9	6628	6827	199	102.75667910033826	30.677244333563976	>human_xist
10	3000	3106	106	79.70856779809162	38.454372581431244	>human_xist
11	2650	2704	54	43.845962586974736	22.180398199843864	>human_xist
