	Start	End	Length	fwdLLR	kmerLLR	seqName
0	11946	12650	704	801.4324234204519	414.08497913123347	>human_xist
1	286	372	86	95.26431026021783	34.927350257538876	>human_xist
2	13296	13398	102	95.05744691718462	37.629737781363815	>human_xist
3	3250	3322	72	63.27275895036678	27.31893355221962	>human_xist
4	9912	9967	55	62.57272318806747	34.898525890966425	>human_xist
5	178	239	61	59.63732747988337	26.346276674158048	>human_xist
6	4651	4703	52	58.89300700511103	32.6093624023724	>human_xist
7	4221	4299	78	57.37579461263175	26.89987876013737	>human_xist
8	13459	13522	63	56.05690041762779	23.730609987224	>human_xist
9	630	660	30	54.092749802929276	25.29363716562085	>human_xist
10	7154	7206	52	53.95045759906526	22.71528900963341	>human_xist
11	1844	1900	56	53.373607127249045	27.444797225784896	>human_xist
12	7444	7495	51	49.82004209173709	20.989161780569475	>human_xist
13	14031	14063	32	49.7282317268633	26.592243684380975	>human_xist
14	8572	8628	56	48.5758389131413	20.77606989039799	>human_xist
15	1414	1447	33	48.05111914645184	33.69227595293063	>human_xist
16	4474	4529	55	46.73527673637881	21.77049800231481	>human_xist
17	9817	9860	43	46.474980204447604	25.078493824167793	>human_xist
18	17397	17431	34	44.48384321901182	21.820807485403122	>human_xist
19	8317	8353	36	43.85327167135466	28.487071786828295	>human_xist
20	10489	10523	34	43.1617455266483	26.955205481258417	>human_xist
21	17525	17551	26	41.8994848719142	24.570885701961046	>human_xist
22	17860	17889	29	40.79521516627523	21.760909540357858	>human_xist
23	14409	14439	30	36.81282796638402	21.471654935767788	>human_xist
24	8827	8846	19	36.735096198208396	23.520089224905277	>human_xist
25	10445	10467	22	35.9719992540886	22.984270700794625	>human_xist
