	Start	End	Length	fwdLLR	kmerLLR	seqName
0	2784	2949	165	349.8880212204764	295.4911662237579	>human_xist
1	1979	2086	107	258.26140716853126	227.7176195687157	>human_xist
2	6913	6947	34	72.12244036446432	64.39795607318422	>human_xist
3	7798	7823	25	55.94373956168782	46.56469411244751	>human_xist
4	9930	9953	23	44.25338770982515	33.72053482735333	>human_xist
5	6625	6654	29	38.75744202959979	27.689614036735662	>human_xist
6	7507	7536	29	38.75744202959979	27.689614036735662	>human_xist
7	9830	9856	26	33.9557761604201	23.642992562971358	>human_xist
8	7218	7241	23	33.08961487910898	24.158470504982205	>human_xist
9	9657	9673	16	32.055593770384846	30.003817002220003	>human_xist
