	Start	End	Length	fwdLLR	kmerLLR	seqName
0	561	766	205	417.6683981390488	314.6726967510674	>human_xist
1	267	529	262	411.37086477266075	266.5236240585575	>human_xist
2	12161	12275	114	111.96654866875724	30.56397397852743	>human_xist
3	12285	12373	88	83.76736760094252	28.506855443695486	>human_xist
4	12006	12075	69	83.08466752115385	35.724030639130945	>human_xist
5	18165	18226	61	70.1325309745863	21.06121065331598	>human_xist
6	178	241	63	63.32363442051354	17.779464586403947	>human_xist
7	10556	10587	31	54.80214375276674	20.781351456643932	>human_xist
8	14024	14060	36	53.79231847417583	21.134767541748346	>human_xist
9	1974	2086	112	53.191381936910716	21.38837986820488	>human_xist
10	11950	11988	38	51.85677123694725	19.54788113955422	>human_xist
11	9927	9967	40	51.132916982405675	25.20504242589783	>human_xist
12	1409	1458	49	45.84706845372176	26.828582905571295	>human_xist
13	2249	2284	35	39.825967769713884	21.967799968766684	>human_xist
14	9830	9861	31	37.974953309944965	19.95165179175919	>human_xist
15	17131	17151	20	37.2588089546132	24.79640820978021	>human_xist
16	10948	10969	21	36.95804093664863	17.711707804550258	>human_xist
17	818	833	15	35.54638452723297	19.225081176602693	>human_xist
18	17399	17412	13	35.36766350467934	18.753992256169127	>human_xist
19	2456	2477	21	34.24296328866721	17.72162677097191	>human_xist
20	7151	7170	19	30.518961841845623	17.037678591482518	>human_xist
21	9422	9451	29	23.720695443491962	25.789379277554332	>human_xist
