	Start	End	Length	fwdLLR	kmerLLR	seqName
0	2775	2949	174	385.16937727890786	326.24165453589944	>human_xist
1	1978	2086	108	226.41954488067506	193.36256638487544	>human_xist
2	6912	6947	35	64.6097075144753	54.464174453162286	>human_xist
3	7801	7822	21	54.77125594345773	44.923983018764204	>human_xist
4	9829	9857	28	40.86345284648846	28.191662145684035	>human_xist
5	9939	9954	15	39.478463388285206	33.04499605973852	>human_xist
6	7510	7537	27	35.327068255230415	25.08449036462713	>human_xist
7	6628	6655	27	35.327068255230415	25.08449036462713	>human_xist
8	9653	9676	23	30.216172625529424	30.700374653029712	>human_xist
9	7221	7241	20	30.167215472584473	21.274499809864068	>human_xist
10	5358	5382	24	27.326990816335183	17.72500976069523	>human_xist
11	501	556	55	25.2881217157572	27.17826191093178	>human_xist
12	8095	8118	23	24.877648874961523	28.683642386012394	>human_xist
13	3221	3241	20	24.464279048462316	27.92122323501937	>human_xist
14	10863	10876	13	24.008492666291843	21.826876613054367	>human_xist
15	6066	6086	20	23.4928251588413	16.17722681534198	>human_xist
16	13630	13646	16	23.161411978420944	18.083326907350227	>human_xist
17	116	130	14	21.411428158047386	21.60159849266536	>human_xist
18	10093	10110	17	21.196644365088446	17.496386461977835	>human_xist
19	12661	12675	14	20.881287573994555	19.778040173936304	>human_xist
20	6104	6116	12	20.709906215146248	17.547733466551804	>human_xist
21	10149	10164	15	20.57731629848874	17.219403320010358	>human_xist
22	17473	17482	9	20.509709024249872	18.027672652269658	>human_xist
23	11147	11163	16	20.418623279925896	16.170063608549512	>human_xist
24	8563	8580	17	20.253376967224156	19.84280702449722	>human_xist
25	3768	3782	14	19.939416316619685	15.256496690213382	>human_xist
26	17782	17792	10	19.624236414394893	17.711599954914654	>human_xist
27	8640	8649	9	18.731809108768772	16.69811549994433	>human_xist
28	13141	13150	9	18.19764766743375	16.867439363187152	>human_xist
29	5611	5623	12	17.750645053378975	14.700087292974125	>human_xist
30	4057	4071	14	17.643180666306108	13.702201024407358	>human_xist
31	6970	6979	9	17.590165699979956	16.59183284151507	>human_xist
32	9533	9550	17	17.29012150479535	17.445634623907893	>human_xist
33	11290	11302	12	17.1353207981946	21.847786391135116	>human_xist
34	9456	9474	18	17.108311444159384	14.682385594262072	>human_xist
35	3916	3933	17	16.256120696836604	13.903519757889526	>human_xist
36	14357	14367	10	16.090630522325228	14.2137634448354	>human_xist
37	5994	6003	9	16.077143161404152	15.026039209826784	>human_xist
38	8791	8801	10	15.958515155176848	14.407359658150561	>human_xist
39	16675	16686	11	15.755801583397194	14.493522752483585	>human_xist
40	9123	9132	9	15.269423815198948	13.778536845747233	>human_xist
41	5472	5481	9	15.268099291371783	15.656739402242842	>human_xist
42	7729	7738	9	15.198305512199816	14.29203561635925	>human_xist
43	7439	7448	9	15.198256384958022	14.363548029655973	>human_xist
44	5907	5916	9	15.198256384958022	14.363548029655973	>human_xist
45	6845	6854	9	15.198256384958022	14.363548029655973	>human_xist
46	4437	4445	8	14.509214231073152	13.663212803955915	>human_xist
47	13083	13107	24	13.486495426455463	18.60600427920849	>human_xist
48	1614	1627	13	13.069471187215782	13.588370116266091	>human_xist
49	12430	12443	13	12.273336970648899	15.051479598883958	>human_xist
50	6267	6282	15	11.629081836213189	19.66500094215752	>human_xist
51	12293	12318	25	10.964157001861082	20.366861211990113	>human_xist
52	411	439	28	8.712927115996195	16.57669012596392	>human_xist
53	11314	11336	22	8.619680649612178	14.15452226909548	>human_xist
54	3607	3620	13	8.507674973375217	15.10767331360185	>human_xist
55	743	759	16	0.2757370691186054	14.82079396366754	>human_xist
56	701	727	26	-1.706350356477202	13.948986673071659	>human_xist
57	454	483	29	-4.506038071005548	18.905277404894548	>human_xist
