	Start	End	Length	fwdLLR	kmerLLR	seqName
0	2775	2949	174	385.11977860689944	326.24165453589944	>human_xist
1	1978	2086	108	226.4026228663438	193.36256638487544	>human_xist
2	6912	6947	35	64.60965275516003	54.464174453162286	>human_xist
3	7801	7822	21	54.770758855161944	44.923983018764204	>human_xist
4	9829	9857	28	40.85923544629483	28.191662145684035	>human_xist
5	9939	9954	15	39.47780158859533	33.04499605973852	>human_xist
6	7510	7537	27	35.29076470296434	25.08449036462713	>human_xist
7	6628	6655	27	35.29076470296434	25.08449036462713	>human_xist
8	9653	9676	23	30.212238044818974	30.700374653029712	>human_xist
9	7221	7241	20	30.16539368070937	21.274499809864068	>human_xist
10	501	556	55	25.049084291798863	27.17826191093178	>human_xist
11	8095	8118	23	24.877248847439375	28.683642386012394	>human_xist
12	3221	3241	20	24.46215784409344	27.92122323501937	>human_xist
13	10863	10876	13	24.00545450672196	21.826876613054367	>human_xist
14	116	130	14	21.411306833707783	21.60159849266536	>human_xist
15	11290	11302	12	17.135297812860827	21.847786391135116	>human_xist
16	12293	12318	25	10.963127987591776	20.366861211990113	>human_xist
