	Start	End	Length	fwdLLR	kmerLLR	seqName
0	11945	12650	705	1256.413598159499	682.7093509561082	>human_xist
1	313	372	59	95.8648263409807	35.95236339354989	>human_xist
2	13297	13379	82	95.70558188508267	32.69179691802981	>human_xist
3	4981	5076	95	86.32792188549422	26.929561541283874	>human_xist
4	7153	7207	54	76.90176718515153	27.819059256176217	>human_xist
5	9912	9967	55	73.99645414416159	31.985874809786537	>human_xist
6	4650	4703	53	70.38998143936413	32.730747452823834	>human_xist
7	1414	1447	33	69.53139383469943	51.76324168284398	>human_xist
8	631	660	29	67.11280249774256	16.926195021518907	>human_xist
9	14029	14063	34	66.85450664150477	28.873716780521846	>human_xist
10	8317	8351	34	62.67761829927642	43.107656590347204	>human_xist
11	8573	8629	56	60.09707103718904	24.318548425029178	>human_xist
12	17860	17895	35	59.65902400002682	29.885778275812072	>human_xist
13	17523	17552	29	57.94322669944529	31.70747886247304	>human_xist
14	6848	6904	56	57.30097009330933	22.860977772542356	>human_xist
15	18397	18432	35	50.37882039502364	25.049041208307585	>human_xist
16	188	220	32	49.43409765936397	33.26756029277624	>human_xist
17	9817	9846	29	49.38293713806635	31.231537470185373	>human_xist
18	10443	10467	24	49.063678503122986	28.171511860066516	>human_xist
19	8828	8847	19	49.02366129979836	30.650667942657236	>human_xist
20	6275	6305	30	48.32513612304518	26.00847410936163	>human_xist
21	13495	13522	27	47.80772685293445	29.467806504578903	>human_xist
22	5184	5217	33	46.75683678234901	21.991376228376225	>human_xist
23	10489	10520	31	46.29502353708193	27.5094242255297	>human_xist
24	19123	19148	25	46.10423803743032	25.95599307569185	>human_xist
25	98	152	54	44.88062529026013	16.93599035332238	>human_xist
26	13608	13632	24	42.875957749989254	22.973044096554588	>human_xist
27	7456	7484	28	42.321042181121385	21.16887703537438	>human_xist
28	8037	8065	28	41.03019883099148	21.24412450607406	>human_xist
29	3298	3322	24	40.30125515523514	24.014084976560213	>human_xist
30	4824	4849	25	38.17257925566324	16.88538348192108	>human_xist
31	3249	3273	24	37.319440076043435	19.323101083220365	>human_xist
32	4916	4957	41	36.886658734651576	13.798899376114377	>human_xist
33	14406	14427	21	36.858010380737966	20.74576666862029	>human_xist
34	10235	10259	24	36.566507511075315	15.16732628610248	>human_xist
35	17576	17616	40	36.116425202081984	25.61753265667022	>human_xist
36	10383	10402	19	35.723356447553016	16.647062902134124	>human_xist
37	14258	14280	22	35.610157069930466	17.79413508554933	>human_xist
38	435	461	26	34.94516813748649	13.520491345296108	>human_xist
39	9061	9097	36	34.79928015038513	16.877844611951048	>human_xist
40	18724	18750	26	33.49412936777685	14.840785896399353	>human_xist
41	13795	13816	21	32.80474163898671	19.822884173707735	>human_xist
42	10056	10083	27	32.57253735765897	29.704167084204414	>human_xist
43	401	415	14	32.52419981438156	14.119363042189505	>human_xist
44	2403	2423	20	32.324410273380124	13.29005082275549	>human_xist
45	2296	2325	29	32.27029217613628	14.800143980117497	>human_xist
46	15755	15775	20	32.18921889094071	18.585152235168465	>human_xist
47	4246	4298	52	32.15357150727016	15.703162230735131	>human_xist
48	4516	4532	16	32.067854050065264	21.660551136119565	>human_xist
49	6944	6961	17	32.04209664463856	21.5206036487655	>human_xist
50	7534	7552	18	31.881931133115685	19.66436151849939	>human_xist
51	7825	7843	18	31.881931133115685	19.66436151849939	>human_xist
52	5945	5969	24	30.733549477832952	17.987245175475607	>human_xist
53	7245	7262	17	30.673512247418742	19.931330465744267	>human_xist
54	6652	6669	17	30.673512247418742	19.931330465744267	>human_xist
55	13549	13572	23	30.606981512367696	18.775789128865625	>human_xist
56	2649	2665	16	30.548859029698605	22.45063392552754	>human_xist
57	5421	5437	16	29.406711933457714	19.45252340231451	>human_xist
58	8868	8884	16	28.896062821258354	18.38139623910699	>human_xist
59	10010	10036	26	28.85494458835811	14.129386049848137	>human_xist
60	2551	2565	14	28.151658962528202	15.84513538065164	>human_xist
61	10778	10792	14	28.1223175195031	20.546991177111707	>human_xist
62	8107	8134	27	27.877308436332868	21.2716311761302	>human_xist
63	3839	3866	27	27.392465941371825	14.755932224589372	>human_xist
