	Start	End	Length	fwdLLR	kmerLLR	seqName
0	3681	4784	1103	800.4993114283134	237.02237954906013	>human_xist
1	6314	7143	829	560.6454729145908	180.4041937356269	>human_xist
2	7229	8047	818	550.4302522904873	121.48522223669261	>human_xist
3	8099	8802	703	520.4569420893058	125.81569806778134	>human_xist
4	5366	5967	601	400.07981656848733	114.87349077604722	>human_xist
5	8859	9213	354	266.8020693846879	74.0254598245001	>human_xist
6	9833	10183	350	259.047986185079	54.02933524809623	>human_xist
7	9294	9603	309	224.9362943707897	81.84923163628036	>human_xist
8	4821	5043	222	200.78001576291854	54.444038292159576	>human_xist
9	6063	6284	221	148.68405967408717	67.53339931739083	>human_xist
10	1930	2073	143	147.75564642547965	96.8653889016482	>human_xist
11	2998	3108	110	90.7730610688177	49.15369924572644	>human_xist
12	2832	2943	111	76.13791210751765	41.47515813201062	>human_xist
13	11601	11642	41	29.21055035834314	24.655643334193087	>human_xist
