	Start	End	Length	fwdLLR	kmerLLR	seqName
0	2774	2961	187	373.65848423128614	303.9266970545982	>human_xist
1	1978	2086	108	182.9152872328075	145.53229075320155	>human_xist
2	7801	7822	21	50.24931824946617	37.22684620533229	>human_xist
3	6915	6947	32	43.4128481253216	32.119082919180585	>human_xist
4	13083	13220	137	41.02402414906737	33.42201343454872	>human_xist
5	6628	6706	78	39.51341554691726	26.413011391975033	>human_xist
6	7510	7540	30	34.918151227478006	21.814855554865915	>human_xist
7	9939	9954	15	34.72649623495634	26.304883905215164	>human_xist
8	9829	9857	28	32.82613803464497	18.219013572836133	>human_xist
9	501	584	83	27.27248808828199	46.90021497896214	>human_xist
10	8095	8120	25	25.755789653193972	31.951313689891748	>human_xist
11	11289	11337	48	24.71150812202535	23.222770205353584	>human_xist
12	3220	3241	21	24.06123289056589	28.96877688967311	>human_xist
13	9652	9672	20	23.905561629876388	24.164718248439158	>human_xist
14	10863	10877	14	21.725527832707286	19.350187939151	>human_xist
15	12662	12701	39	16.517012970424048	28.13179602880041	>human_xist
16	117	147	30	14.403712064138233	19.86945734290788	>human_xist
17	9429	9475	46	12.280314476291096	29.207619595957226	>human_xist
18	12291	12319	28	11.767904386508917	24.585864643603543	>human_xist
19	411	439	28	9.749502276862927	20.156345791548233	>human_xist
20	6265	6282	17	8.853139265064925	20.54454480972049	>human_xist
21	654	680	26	5.580955425581095	20.16872422851796	>human_xist
22	368	392	24	2.733607690642941	17.13948857072134	>human_xist
23	11	32	21	1.7924958578907706	17.02840173652433	>human_xist
24	742	759	17	1.682637705036683	20.01225330257313	>human_xist
25	1502	1581	79	1.3624479684932567	23.569661620958072	>human_xist
26	609	632	23	1.224630250412929	21.10177972970476	>human_xist
27	701	724	23	1.2246286478057868	23.384603572430336	>human_xist
28	453	480	27	0.9182434088939999	32.81480111582795	>human_xist
29	3417	3440	23	0.44884634543282687	20.008160699041355	>human_xist
30	940	976	36	-0.3525127186113082	33.411130543510524	>human_xist
31	3136	3151	15	-1.7494486215947802	22.393389661048715	>human_xist
32	6186	6202	16	-1.825791632973477	21.58205685054125	>human_xist
33	15652	15669	17	-1.9012834121325284	27.780106592805737	>human_xist
34	17143	17162	19	-2.0550932110655253	19.2850560878704	>human_xist
