	Start	End	Length	fwdLLR	kmerLLR	seqName
0	176	766	590	1468.8912857392634	1015.4185301889529	>human_xist
1	12284	12337	53	56.403013129794886	27.567892259662813	>human_xist
2	1406	1461	55	38.95621645973847	22.037804765401802	>human_xist
3	17133	17162	29	37.92125802026271	32.94048593736494	>human_xist
4	10608	10640	32	34.010784123051735	22.524824818740967	>human_xist
5	8100	8133	33	29.270772888489887	20.298268571185247	>human_xist
6	2040	2074	34	16.01653794896015	21.91077478072566	>human_xist
7	9423	9456	33	15.667713051600742	28.732286869252505	>human_xist
8	14535	14551	16	12.688319117165918	23.20419292644327	>human_xist
9	3130	3151	21	4.104560368501808	24.29146343608437	>human_xist
10	1502	1580	78	1.6590174812488385	22.73020337359833	>human_xist
11	925	976	51	1.6421477875442179	30.047733560355255	>human_xist
12	15653	15669	16	-4.767651340275876	24.57523714304432	>human_xist
