	Start	End	Length	fwdLLR	kmerLLR	seqName
0	6356	6908	552	549.3668096320844	299.7099357921652	>human_xist
1	7558	8065	507	486.9617682291637	226.20832711894218	>human_xist
2	7221	7552	331	387.0537619754041	173.13000703420585	>human_xist
3	6926	7178	252	313.1827206360681	176.93796523326637	>human_xist
4	4466	4731	265	308.5137783885157	164.57432188914845	>human_xist
5	5404	5623	219	228.1792268503932	131.11565749071224	>human_xist
6	4121	4369	248	205.0790468456853	100.49156298902108	>human_xist
7	6068	6285	217	195.68563178945487	120.27476499151544	>human_xist
8	1931	2074	143	147.48146250191576	92.795194965993	>human_xist
9	8922	9058	136	144.3462095602947	71.02609936156296	>human_xist
10	8662	8803	141	139.22959005558346	62.87416128403083	>human_xist
11	8363	8485	122	122.53612544558746	36.322345475850625	>human_xist
12	8099	8216	117	122.4763667298987	67.91232913091017	>human_xist
13	5816	5942	126	114.0349734583026	51.13940952156463	>human_xist
14	4978	5079	101	107.00437718046669	37.94572482901572	>human_xist
15	9532	9604	72	105.97046412301972	65.26787304254776	>human_xist
16	8525	8617	92	98.68809638032008	45.28936851857782	>human_xist
17	8224	8293	69	92.40907444495497	60.162351083111844	>human_xist
18	2998	3110	112	89.51091707107003	48.4623504235019	>human_xist
19	5643	5777	134	84.21309068626533	35.587602045461836	>human_xist
20	9113	9169	56	77.37490442727767	49.32896207234478	>human_xist
21	3732	3801	69	68.02337828970019	28.6772930950101	>human_xist
22	9983	10079	96	63.29183618983893	17.198774241364617	>human_xist
23	3913	3970	57	61.90390545697312	39.84441806372399	>human_xist
24	9436	9501	65	60.552561397084105	51.51681405710133	>human_xist
25	9841	9907	66	58.64826866469025	17.199855644269405	>human_xist
26	9294	9336	42	58.60055669694839	38.40211862504094	>human_xist
27	3831	3903	72	54.066066293510744	27.845707560990036	>human_xist
28	4922	4960	38	47.71366313223706	27.255076908972455	>human_xist
29	10124	10183	59	47.443190436852205	16.549304605559428	>human_xist
30	4850	4894	44	45.89988425728103	25.344329013972413	>human_xist
31	1855	1886	31	41.31019236599383	19.959495993006726	>human_xist
32	2886	2943	57	40.42884668275269	27.686133667870877	>human_xist
33	3986	4024	38	38.78572226794131	16.23564870834656	>human_xist
34	8852	8891	39	37.53539478111725	24.670788445541632	>human_xist
35	4754	4784	30	35.98158145916477	29.92064642191923	>human_xist
36	3569	3630	61	35.2450839202337	16.68215185179747	>human_xist
37	9340	9376	36	34.612121727976785	21.86370041832356	>human_xist
38	9739	9765	26	34.578415776833	26.783641576001344	>human_xist
39	10312	10343	31	33.0183956741983	14.854742820638194	>human_xist
40	9659	9687	28	32.780206526562694	19.354373945538583	>human_xist
41	4057	4077	20	31.941653411936926	20.656868477595992	>human_xist
42	2658	2706	48	30.181317444674278	15.997814056431139	>human_xist
43	13944	13995	51	27.30321895523423	18.70228346313445	>human_xist
44	5366	5384	18	26.34598194984997	21.272005099399536	>human_xist
45	3323	3344	21	26.28278871612909	14.332270208825719	>human_xist
46	1028	1060	32	25.068388612091383	17.674587768541528	>human_xist
47	3398	3412	14	24.25214152206084	17.43888433900156	>human_xist
48	4427	4450	23	23.466371259202816	17.961907257796696	>human_xist
49	15950	15970	20	21.983078799551805	18.671657005147267	>human_xist
50	1171	1194	23	21.698308271363175	17.278130201210104	>human_xist
51	16880	16896	16	21.491095074556	13.355379189984887	>human_xist
52	1691	1709	18	20.844585826031505	13.339252068362157	>human_xist
53	1135	1152	17	20.68895863398808	21.652235131805043	>human_xist
54	5179	5199	20	20.26493083269483	14.780431690439599	>human_xist
55	17705	17725	20	20.060053621474395	14.901828850408805	>human_xist
56	12286	12318	32	19.90130367237242	25.62270889939259	>human_xist
57	11616	11642	26	19.869991800486986	25.587652383994055	>human_xist
58	18908	18929	21	19.79940364155894	20.084702954693142	>human_xist
59	16577	16599	22	19.614388716343626	14.214614684124626	>human_xist
60	17588	17620	32	18.80051188223638	20.177278699753856	>human_xist
61	5291	5305	14	18.24788066783293	18.47565630964887	>human_xist
62	17280	17293	13	18.200080239794715	14.858660631207357	>human_xist
63	14007	14018	11	18.102914467577264	16.207008974664973	>human_xist
64	11367	11381	14	17.976115164765986	15.99433105527605	>human_xist
65	12763	12784	21	17.722300666647044	14.095972352877396	>human_xist
66	11812	11826	14	17.434867720993893	14.760449091697552	>human_xist
67	17556	17575	19	16.458925813403198	15.439535598047627	>human_xist
68	16017	16041	24	13.889084857943743	18.998735747258166	>human_xist
69	13156	13169	13	12.384010574438122	15.12268221117533	>human_xist
70	6306	6334	28	11.200590152654854	20.094616137748915	>human_xist
71	118	147	29	11.166072144254088	15.794824538002672	>human_xist
72	3220	3242	22	10.840014393028639	14.731610079452253	>human_xist
73	501	545	44	8.947328856283548	22.117742205782633	>human_xist
74	15651	15672	21	-11.801987821251714	15.726045901782953	>human_xist
