	Start	End	Length	fwdLLR	kmerLLR	seqName
0	6068	7178	1110	1093.3770485273162	566.5520684748662	>human_xist
1	7221	8065	844	873.3705050088047	383.0711057606841	>human_xist
2	5366	5942	576	471.01365746819283	184.03440921574747	>human_xist
3	4466	4731	265	310.6834958440313	164.57432188914845	>human_xist
4	8525	8803	278	256.4018581070254	94.41501791728433	>human_xist
5	8099	8293	194	217.32896912902243	112.52460183659059	>human_xist
6	4121	4369	248	208.02752961692659	100.49156298902108	>human_xist
7	3831	4024	193	152.5362114316963	55.854419114590655	>human_xist
8	1931	2074	143	146.6782825569876	92.795194965993	>human_xist
9	8922	9058	136	143.35545440315173	71.02609936156296	>human_xist
10	8363	8485	122	121.78689917334191	36.322345475850625	>human_xist
11	4978	5079	101	106.19359929607435	37.94572482901572	>human_xist
12	9532	9604	72	105.22850340231173	65.26787304254776	>human_xist
13	4850	4960	110	104.58971769904588	34.77545069029475	>human_xist
14	2998	3110	112	90.70355241409493	48.4623504235019	>human_xist
15	9294	9376	82	87.9120162421383	44.20975911401467	>human_xist
16	9113	9169	56	78.02414777360309	49.32896207234478	>human_xist
17	3732	3801	69	68.82034073969737	28.6772930950101	>human_xist
18	9436	9501	65	61.266561980785696	51.51681405710133	>human_xist
19	1855	1886	31	41.6350101383228	19.959495993006726	>human_xist
20	2886	2943	57	40.47373436706107	27.686133667870877	>human_xist
21	8852	8891	39	37.96194258098802	24.670788445541632	>human_xist
22	4754	4784	30	36.29162530327983	29.92064642191923	>human_xist
23	9739	9765	26	34.838755873453294	26.783641576001344	>human_xist
24	4057	4077	20	32.122732538674796	20.656868477595992	>human_xist
25	1135	1152	17	20.830205480322192	21.652235131805043	>human_xist
26	12286	12318	32	20.236325750631977	25.62270889939259	>human_xist
27	11616	11642	26	20.129031785716336	25.587652383994055	>human_xist
28	18908	18929	21	19.992529777841696	20.084702954693142	>human_xist
29	17588	17620	32	19.136212314449836	20.177278699753856	>human_xist
30	501	545	44	9.440370518649388	22.117742205782633	>human_xist
