	Start	End	Length	fwdLLR	kmerLLR	seqName
0	286	765	479	518.2446789607152	315.215451258312	>human_xist
1	12115	12445	330	260.658704065793	78.31755405304534	>human_xist
2	11951	12075	124	114.82963270525181	40.42899628214559	>human_xist
3	1974	2086	112	66.52784032392196	39.98203099361422	>human_xist
4	18166	18225	59	54.66612388039778	18.216581376243937	>human_xist
5	9924	9970	46	49.7364837882175	26.26607693983172	>human_xist
6	2228	2284	56	46.520391300848075	23.772946390603067	>human_xist
7	14024	14059	35	44.90105910656129	20.1331870375989	>human_xist
8	9818	9862	44	43.82080532281378	21.773721762486616	>human_xist
9	1408	1456	48	38.745541902783316	21.67135146226235	>human_xist
10	17131	17157	26	31.17026988686787	21.347739894705967	>human_xist
