	Start	End	Length	fwdLLR	kmerLLR	seqName
0	11945	12650	705	1325.131986716944	656.6646661967325	>human_xist
1	4981	5096	115	117.97079353930553	37.82407658552165	>human_xist
2	305	365	60	76.53180732734586	14.308856990153117	>human_xist
3	9911	9967	56	69.10356022415624	18.27904001858451	>human_xist
4	1413	1446	33	68.25676820934734	50.51571587070691	>human_xist
5	14029	14063	34	64.22874328727039	19.988273768879765	>human_xist
6	404	523	119	62.23401393797917	30.566344099642947	>human_xist
7	8573	8629	56	58.95070031760895	18.833588499072334	>human_xist
8	8316	8351	35	58.771028853313	37.099994959651724	>human_xist
9	17859	17896	37	57.751283845067974	23.261348089716364	>human_xist
10	17523	17552	29	56.37393617310707	26.786934842782046	>human_xist
11	4649	4699	50	55.9454157637569	17.234141418721038	>human_xist
12	9800	9846	46	54.79308105889277	33.32349093125276	>human_xist
13	8827	8851	24	53.172547423959855	28.85856285053083	>human_xist
14	9989	10036	47	50.37790956490784	16.254727871675186	>human_xist
15	4806	4847	41	50.36335321050518	15.901631542601251	>human_xist
16	10443	10468	25	46.86221419293915	22.04178958011866	>human_xist
17	19122	19148	26	45.8145946124892	22.674084922391927	>human_xist
18	7153	7181	28	45.37625451216337	17.056691438810276	>human_xist
19	13607	13630	23	43.22363035778682	20.996993128813074	>human_xist
20	5184	5217	33	41.984287245192604	13.329631830157211	>human_xist
21	6848	6890	42	41.381072598637104	14.652266423358697	>human_xist
22	10055	10091	36	40.42590919613434	36.17316229759638	>human_xist
23	188	229	41	40.39510149420806	30.097276258957038	>human_xist
24	13496	13522	26	39.13020641698225	19.291460311855246	>human_xist
25	6266	6316	50	38.913489206263534	28.98197938196381	>human_xist
26	18395	18429	34	38.87505282420403	17.317474038946784	>human_xist
27	704	767	63	37.36780657532722	18.7664305975552	>human_xist
28	14406	14428	22	35.069269839742645	14.107909983219457	>human_xist
29	14258	14280	22	34.670836829123516	13.88258030699248	>human_xist
30	10488	10512	24	34.21761251120782	19.851899248481857	>human_xist
31	13796	13815	19	33.881871953685106	19.190480895168378	>human_xist
32	15701	15732	31	32.84517062549281	20.344175645085727	>human_xist
33	2649	2665	16	32.69528323357859	23.496513832699378	>human_xist
34	8107	8135	28	32.463768341886635	26.346568544015895	>human_xist
35	10779	10797	18	32.1539541246532	20.19576646985945	>human_xist
36	17578	17615	37	31.43797264448807	23.079802389331405	>human_xist
37	3299	3315	16	31.377824420041378	18.146578014850775	>human_xist
38	7534	7552	18	30.37244703225997	16.25819393107122	>human_xist
39	7825	7843	18	30.37244703225997	16.25819393107122	>human_xist
