	Start	End	Length	fwdLLR	kmerLLR	seqName
0	2775	2949	174	387.54125050615676	326.24165453589944	>human_xist
1	1978	2086	108	227.88026957473278	193.36256638487544	>human_xist
2	6912	6947	35	65.03622358234026	54.464174453162286	>human_xist
3	7801	7822	21	54.99952210322613	44.923983018764204	>human_xist
4	9829	9857	28	41.188756120384994	28.191662145684035	>human_xist
5	9939	9954	15	39.62070831509983	33.04499605973852	>human_xist
6	9653	9676	23	30.469860740800925	30.700374653029712	>human_xist
7	501	556	55	25.76627905545962	27.17826191093178	>human_xist
8	8095	8118	23	25.134997967001624	28.683642386012394	>human_xist
9	3221	3241	20	24.67619530264642	27.92122323501937	>human_xist
