	Start	End	Length	fwdLLR	kmerLLR	seqName
0	11946	12611	665	576.5242102688503	277.92945967098694	>human_xist
1	9817	9968	151	87.211506234127	28.320867416624537	>human_xist
2	287	371	84	76.62681572290819	32.21316943450296	>human_xist
3	13301	13397	96	75.08023402343866	28.68043752764106	>human_xist
4	1845	1960	115	66.51443946983431	25.933065138708457	>human_xist
5	631	702	71	55.71732630661563	22.17952080283675	>human_xist
6	3252	3322	70	49.389200605657805	19.642753246510864	>human_xist
7	180	239	59	45.479590638659545	19.416414530865694	>human_xist
8	4653	4702	49	42.95283773701502	21.86720768247713	>human_xist
9	1415	1454	39	38.49879199881693	22.264228130192265	>human_xist
10	14031	14063	32	38.1519948763829	20.905551411627144	>human_xist
