	Start	End	Length	fwdLLR	kmerLLR	seqName
0	561	766	205	415.0462945742436	314.6726967510674	>human_xist
1	267	529	262	408.3762070072162	266.5236240585575	>human_xist
2	12161	12275	114	111.92831108036455	30.56397397852743	>human_xist
3	12285	12373	88	84.23568768109419	28.506855443695486	>human_xist
4	12006	12075	69	82.23822335047834	35.724030639130945	>human_xist
5	178	241	63	64.9628930647803	17.779464586403947	>human_xist
6	10556	10587	31	54.45072439787785	20.781351456643932	>human_xist
7	14024	14060	36	53.37651614216074	21.134767541748346	>human_xist
8	1974	2086	112	51.795583202886064	21.38837986820488	>human_xist
9	11950	11988	38	51.4140658389359	19.54788113955422	>human_xist
10	9927	9967	40	50.666175202276406	25.20504242589783	>human_xist
11	1409	1458	49	45.26073671746059	26.828582905571295	>human_xist
12	12116	12147	31	42.77827580121439	15.331481605466394	>human_xist
13	2249	2284	35	39.42284861855791	21.967799968766684	>human_xist
14	18165	18183	18	38.90524298874338	16.56315085701773	>human_xist
15	9830	9861	31	37.623171141002274	19.95165179175919	>human_xist
16	17131	17151	20	37.050613412624955	24.79640820978021	>human_xist
17	10948	10969	21	36.736534151178944	17.711707804550258	>human_xist
18	818	833	15	35.40309725704556	19.225081176602693	>human_xist
19	17399	17412	13	35.25087896881792	18.753992256169127	>human_xist
20	17522	17549	27	35.17469432833519	15.013351078986346	>human_xist
21	2456	2477	21	34.02436478623872	17.72162677097191	>human_xist
22	14270	14297	27	33.86401131807398	15.147452317580928	>human_xist
23	5579	5603	24	33.08809251115437	15.78654676638206	>human_xist
24	10377	10402	25	32.01283761250096	14.063844441695096	>human_xist
25	8826	8844	18	30.748234429291685	13.730954846911288	>human_xist
26	18201	18226	25	30.526190539369622	19.600169926487553	>human_xist
27	8096	8137	41	30.34511597955685	14.771542032279228	>human_xist
28	7151	7170	19	30.32355285610619	17.037678591482518	>human_xist
29	6558	6577	19	29.09633796298901	15.645250282325676	>human_xist
30	9239	9253	14	28.23500918443702	15.301654504299009	>human_xist
31	10629	10640	11	27.261314132212057	14.264765407363683	>human_xist
32	8021	8040	19	27.05580541288539	14.60918461759968	>human_xist
33	5995	6018	23	26.67937025298764	14.409951358632753	>human_xist
34	6846	6865	19	26.340545595159384	15.100615221884993	>human_xist
35	7440	7459	19	25.113331774918294	13.708186912728152	>human_xist
36	8860	8882	22	24.317849792200718	15.452279135960907	>human_xist
37	9423	9451	28	22.53690374286208	25.794160423093302	>human_xist
38	40	61	21	20.151456176076294	15.68979610707811	>human_xist
39	8749	8762	13	20.000962565994293	13.624759636450236	>human_xist
40	16005	16023	18	16.039792589349446	13.56810266179096	>human_xist
41	11291	11300	9	8.14794614414351	13.448251663479724	>human_xist
