	Start	End	Length	fwdLLR	kmerLLR	seqName
0	2786	2949	163	176.92701087900514	137.69340975028615	>human_xist
1	1977	2087	110	170.19494022108648	146.27702011596426	>human_xist
2	6913	6981	68	67.50385294805199	50.191634061677235	>human_xist
3	7798	7822	24	36.93249445839581	32.75018795804015	>human_xist
4	6067	6115	48	35.39417277117715	20.654948029514344	>human_xist
5	7218	7245	27	31.65326089481465	26.251988189599444	>human_xist
6	6625	6652	27	31.65301319609597	26.251988189599444	>human_xist
7	7507	7534	27	31.65301319609597	26.251988189599444	>human_xist
8	9924	9952	28	30.55475503169454	22.673323249193288	>human_xist
9	9651	9672	21	26.030222531225213	24.587707104988972	>human_xist
10	8088	8109	21	22.035219353211346	17.177464377445105	>human_xist
11	5370	5390	20	20.491656934379506	16.631546909154395	>human_xist
