	Start	End	Length	fwdLLR	kmerLLR	seqName
0	11946	12650	704	810.8916114933095	414.08497913123347	>human_xist
1	286	372	86	96.35280955086733	34.927350257538876	>human_xist
2	13296	13398	102	96.3516420082035	37.629737781363815	>human_xist
3	4983	5075	92	66.70548250089047	18.486190253515645	>human_xist
4	3250	3322	72	64.43648143188915	27.31893355221962	>human_xist
5	9912	9967	55	63.25235856783968	34.898525890966425	>human_xist
6	178	239	61	60.39315865335095	26.346276674158048	>human_xist
7	4651	4703	52	59.53166394312143	32.6093624023724	>human_xist
8	13459	13527	68	59.124283385617275	23.68231991755198	>human_xist
9	4221	4299	78	58.35737118663417	26.89987876013737	>human_xist
10	7154	7206	52	54.59003488111142	22.71528900963341	>human_xist
11	630	660	30	54.44338965174401	25.29363716562085	>human_xist
12	1844	1900	56	54.06559103945307	27.444797225784896	>human_xist
13	1414	1455	41	53.76858089707193	33.71209486083296	>human_xist
14	7444	7495	51	50.44629365632096	20.989161780569475	>human_xist
15	8572	8632	60	50.13143346558593	20.739806084436225	>human_xist
16	14031	14063	32	50.10753979117345	26.592243684380975	>human_xist
17	4474	4529	55	47.413178307956684	21.77049800231481	>human_xist
18	9817	9860	43	46.99928612222757	25.078493824167793	>human_xist
19	6850	6904	54	45.47757153166941	20.48107371643897	>human_xist
20	17397	17431	34	44.88973654866024	21.820807485403122	>human_xist
21	8317	8353	36	44.28685245503732	28.487071786828295	>human_xist
22	10489	10523	34	43.56555371845971	26.955205481258417	>human_xist
23	17525	17551	26	42.20040104381333	24.570885701961046	>human_xist
24	17860	17889	29	41.13430573452439	21.760909540357858	>human_xist
25	478	502	24	40.901976336490605	19.05546025993101	>human_xist
26	14409	14439	30	37.16559983857181	21.471654935767788	>human_xist
27	8827	8846	19	36.9429950389174	23.520089224905277	>human_xist
28	18396	18431	35	36.407165168206575	17.664268551748563	>human_xist
29	10445	10467	22	36.220683043139346	22.984270700794625	>human_xist
30	18723	18752	29	36.04366122500966	16.47925841678054	>human_xist
31	19123	19148	25	34.24812977523251	19.18367724916355	>human_xist
32	394	415	21	34.04455784317456	16.671266729574782	>human_xist
33	6274	6302	28	32.673991336143246	18.85752496291198	>human_xist
34	10381	10402	21	29.728372568907062	16.577291207841355	>human_xist
35	17577	17615	38	28.929226981526227	17.70736018329015	>human_xist
36	8119	8135	16	26.520845696210152	16.909037113794753	>human_xist
37	15755	15773	18	26.362230966082393	17.58882342161624	>human_xist
38	11781	11803	22	25.806104342192796	16.622648501056787	>human_xist
39	7825	7842	17	25.40891579642981	17.281977073972044	>human_xist
40	7534	7551	17	25.40891579642981	17.281977073972044	>human_xist
41	10056	10082	26	24.882187861269614	18.070933474637982	>human_xist
42	6944	6961	17	24.500212510282864	17.106462026580232	>human_xist
43	5421	5437	16	24.467121535994586	17.26478644678609	>human_xist
44	19028	19052	24	21.03770405002068	18.243094739997687	>human_xist
45	0	12	12	11.839467008723751	6.9145913217293185	>human_xist
