	Start	End	Length	fwdLLR	kmerLLR	seqName
0	267	766	499	824.0101279416026	562.6300992114539	>human_xist
1	12161	12373	212	184.8323144356259	41.106782113996815	>human_xist
2	11950	12075	125	128.88373184613545	36.906777519195316	>human_xist
3	18165	18226	61	68.41688708697012	21.06121065331598	>human_xist
4	10556	10587	31	54.44970236601907	20.781351456643932	>human_xist
5	14024	14060	36	53.37373660264552	21.134767541748346	>human_xist
6	9927	9967	40	50.66534919243611	25.20504242589783	>human_xist
7	1409	1458	49	45.259349389532986	26.828582905571295	>human_xist
8	2249	2284	35	39.42159501682531	21.967799968766684	>human_xist
9	17131	17151	20	37.04934010069573	24.79640820978021	>human_xist
10	9423	9451	28	22.536296006102248	25.794160423093302	>human_xist
