	Start	End	Length	fwdLLR	kmerLLR	seqName
0	7221	9767	2546	1508.504221205214	224.9487112396164	>human_xist
1	3682	5043	1361	885.0490011483489	213.06785290996777	>human_xist
2	5368	5966	598	364.64046479184344	98.86880545989152	>human_xist
3	6628	7143	515	280.036902702956	61.76758840909861	>human_xist
4	9816	10183	367	261.95816215531477	65.59490154208652	>human_xist
5	6065	6539	474	241.20492311295902	48.62873126092336	>human_xist
6	1844	2115	271	216.4315452966373	96.4677633665458	>human_xist
7	17495	17723	228	126.07494212543111	22.57016559422641	>human_xist
8	2784	2942	158	111.35438238141614	55.865827478218534	>human_xist
9	12198	12308	110	95.99378346005108	19.695910996388875	>human_xist
10	3000	3106	106	79.84215043970244	38.454372581431244	>human_xist
11	2650	2704	54	43.9126677264656	22.180398199843864	>human_xist
