	Start	End	Length	fwdLLR	kmerLLR	seqName
0	11945	12650	705	1055.9054775715122	569.4714466310716	>human_xist
1	286	373	87	113.51434276128998	35.71673628019357	>human_xist
2	13297	13361	64	77.72708784846515	36.22673857812356	>human_xist
3	4983	5076	93	77.43381119298601	22.740808628547484	>human_xist
4	4650	4704	54	73.00758037856627	39.2413482966906	>human_xist
5	3250	3321	71	72.43778893523955	27.784124428615826	>human_xist
6	9913	9967	54	70.04401650416719	34.97042067281626	>human_xist
7	1413	1456	43	68.10883874891488	44.312114356598784	>human_xist
8	13459	13522	63	66.03696513405527	27.060327506281794	>human_xist
9	7154	7207	53	66.0139620896419	25.959251535754788	>human_xist
10	7444	7496	52	61.74906701979086	24.55500218033933	>human_xist
11	4221	4299	78	61.43352595550721	27.492578243910884	>human_xist
12	632	661	29	61.06829375205987	22.543076580117685	>human_xist
13	1843	1901	58	60.949874200976865	26.60100280217307	>human_xist
14	14029	14063	34	60.82139928749575	29.84518562822339	>human_xist
15	8316	8350	34	59.49572560265963	39.91938248710443	>human_xist
16	8576	8629	53	56.171887738218174	24.23560968020547	>human_xist
17	17860	17896	36	54.56251892509769	27.671423583885883	>human_xist
18	4474	4531	57	54.48898737949639	24.604382636650087	>human_xist
19	17523	17552	29	54.18682745156724	31.805585450186925	>human_xist
20	6850	6904	54	53.61275408718319	24.155915124168928	>human_xist
21	10489	10524	35	50.898358408502645	30.861737057534214	>human_xist
22	17396	17431	35	50.85286612606586	19.858753045341302	>human_xist
23	8827	8846	19	46.90913001368418	29.547812582226413	>human_xist
24	10445	10467	22	44.86013701445502	28.62035791845912	>human_xist
25	18397	18431	34	44.83807283519161	22.559820040932152	>human_xist
26	189	218	29	44.74456062382393	30.854458531650323	>human_xist
27	9817	9850	33	43.71690149138709	26.302748633447095	>human_xist
28	5187	5217	30	42.33162205705119	21.50924464732998	>human_xist
29	19123	19148	25	42.118118732858505	23.673844662802992	>human_xist
30	14409	14440	31	41.22836637573144	22.055106909585163	>human_xist
31	6278	6302	24	40.192820236323996	24.21851048757358	>human_xist
32	10383	10402	19	37.31149410015939	21.071640321806527	>human_xist
33	13607	13630	23	37.21787829949042	20.070239716632173	>human_xist
34	8119	8135	16	33.105720632041724	20.06221764509901	>human_xist
35	7534	7552	18	33.07699423497108	22.18834915910321	>human_xist
36	7825	7843	18	33.07699423497108	22.18834915910321	>human_xist
37	17576	17616	40	32.56031080057585	21.9425045630432	>human_xist
38	2649	2672	23	31.298246949846288	20.1774303660803	>human_xist
39	15755	15773	18	31.296096521502932	20.92578853391376	>human_xist
40	10056	10083	27	31.22798909072688	25.60882516207269	>human_xist
41	6944	6961	17	30.98926160490501	21.83644708312164	>human_xist
42	7245	7262	17	30.045845543273956	20.663244952204593	>human_xist
43	6652	6669	17	30.045845543273956	20.663244952204593	>human_xist
44	19028	19050	22	19.82648216457622	20.559204681731615	>human_xist
45	0	13	13	13.094951239471712	7.563579001862735	>human_xist
